check_name,comment,country,area,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ESP,5,0,1,0,0,0,0,0,0,1,0,0,0,0,11,17,20,2,2,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ESP,6,0,0,0,0,19,6,4,0,8,0,0,1,14,18,0,0,8,16,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,FRA,7,42,18,5,15,34,3,0,2,0,0,0,0,3,6,8,6,4,3,19
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,FRA,8,3,3,6,0,13,1,3,2,0,0,1,2,1,1,7,0,3,3,5
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,10,27,0,0,2,19,2,2,7,2,1,1,1,1,7,0,2,0,2,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,11,1,16,0,11,51,5,2,27,16,22,29,5,1,1,1,20,12,8,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,16,7,0,0,2,12,0,1,0,0,0,1,1,2,9,2,4,6,7,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,17,0,0,0,0,0,0,0,0,28,27,33,21,13,22,10,14,16,15,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,18,42,0,1,18,58,3,0,0,13,81,27,0,2,13,24,0,0,0,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,19,0,0,4,0,2,2,3,9,6,9,10,6,10,6,5,5,3,4,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,9,85,1,1,4,56,12,20,8,42,30,23,17,24,15,7,8,8,13,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,MLT,15,0,0,0,0,0,0,0,0,4,2,4,1,2,5,5,7,4,4,12
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,SVN,17,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,1,1,0,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,CYP,25,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,1,0,1,0,1,0,0,0,0,1,0,7,0,5,0,0,0,0,0,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,5,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,6,0,0,1,1,0,0,0,0,3,2,15,0,17,0,0,0,0,0,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ITA,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ITA,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,CYP,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ESP,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ESP,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,FRA,7,0,1,1,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,2
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,FRA,8,0,2,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,1
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ITA,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ITA,16,0,0,0,0,0,0,0,0,0,65,65,108,114,120,120,120,120,120,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ITA,17,0,0,0,0,0,0,0,0,181,181,181,182,180,190,182,183,182,185,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ITA,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ITA,19,0,0,71,69,73,71,74,74,69,70,70,70,70,70,70,70,70,70,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,ITA,9,34,6,1,0,0,0,88,0,0,0,2,0,0,0,0,0,0,0,0
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,MLT,15,0,0,0,0,0,0,0,0,45,45,44,45,45,46,45,45,45,44,44
rome_tot_num_num_per_sex_tb_o,Check if in TB  NB_TOTAL equals NB_F+NB_M+NB_I,SVN,17,0,0,2,2,2,2,2,2,2,2,0,2,0,4,2,2,2,2,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,CYP,25,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ESP,1,1,0,3,1,0,0,0,0,16,2,1,1,4,45,42,39,3,14,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ESP,5,0,0,0,0,0,0,0,0,2,0,0,0,0,55,55,53,25,23,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ESP,6,0,0,0,0,0,1,3,0,24,9,1,4,9,64,76,75,25,25,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,FRA,7,3,0,0,0,0,2,0,0,0,1,0,0,0,2,1,1,40,3,10
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,FRA,8,0,0,1,0,0,4,0,0,0,0,0,0,1,0,2,0,4,1,1
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,11,3,0,3,1,3,8,7,2,1,7,6,15,6,5,4,1,2,0,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,9,10,46,5,1,0,7,18,4,3,1,1,2,4,1,3,2,0,2,0
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43
rome_num_sex_raising_tb3_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,SVN,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
small_raising_perc_o,Small raising percentages,CYP,25,0,0,0,0,0,0,0,0,0,0,0,5,14,15,11,15,13,14,14
small_raising_perc_o,Small raising percentages,ESP,1,2,2,1,6,3,1,5,6,11,10,9,7,16,7,3,4,3,1,0
small_raising_perc_o,Small raising percentages,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
small_raising_perc_o,Small raising percentages,ESP,5,0,0,0,0,0,0,0,4,1,0,1,0,1,11,9,7,12,7,0
small_raising_perc_o,Small raising percentages,ESP,6,2,6,4,8,2,11,15,8,14,6,19,26,23,5,8,9,11,11,0
small_raising_perc_o,Small raising percentages,FRA,7,21,19,2,3,21,37,39,39,35,25,47,49,45,37,31,28,31,34,13
small_raising_perc_o,Small raising percentages,FRA,8,5,4,17,0,3,8,6,11,0,13,17,13,12,10,16,15,15,16,11
small_raising_perc_o,Small raising percentages,ITA,11,19,13,18,12,13,47,26,42,15,28,26,27,21,23,20,16,21,12,0
small_raising_perc_o,Small raising percentages,ITA,16,7,5,2,0,2,5,3,1,0,0,1,6,12,1,7,7,17,3,0
small_raising_perc_o,Small raising percentages,ITA,17,0,0,0,0,0,0,0,0,7,9,16,5,7,2,5,4,4,0,0
small_raising_perc_o,Small raising percentages,ITA,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
small_raising_perc_o,Small raising percentages,ITA,9,1,4,1,0,0,0,0,0,0,0,0,3,1,1,6,4,4,0,0
small_raising_perc_o,Small raising percentages,MLT,15,0,0,0,0,0,0,0,0,1,1,0,9,8,5,9,15,10,12,7
